# https://github.com/mozillazg/pinyin-data
# 《通用规范汉字表》(2013 年版)里 8105 个汉字的最常用读音
# -> 表示需要验证
# ? 表示有争议，无法确定哪个是最常用的
# <- 表示需要补充拼音信息
# URO (7,832)
U+4E00: yī  # 一
U+67A3: zǎo  # 枣
U+67A5: lì  # 枥
U+67A7: jiǎn  # 枧
U+67A8: chéng  # 枨
U+67AA: qiāng  # 枪
U+67AB: fēng  # 枫
U+67AD: xiāo  # 枭
U+67AF: kū  # 枯
U+67B0: píng  # 枰
U+67B2: xǐ  # 枲
U+67B3: zhǐ  # 枳
U+67B5: xiāo  # 枵
U+67B6: jià  # 架
U+67B7: jiā  # 枷
U+67B8: gǒu  # 枸 -> jǔ
U+67B9: bāo  # 枹
U+67C1: duò  # 柁 -> tuó
U+67C3: líng  # 柃
U+67C4: bǐng  # 柄
U+67C8: bàn  # 柈 -> pán
U+67CA: zhōng  # 柊
U+67CF: bǎi  # 柏
U+67D0: mǒu  # 某
U+67D1: gān  # 柑
U+67D2: qī  # 柒
U+67D3: rǎn  # 染
U+67D4: róu  # 柔
U+67D6: sháo  # 柖
U+67D8: zhè  # 柘
U+67D9: xiá  # 柙
U+67DA: yòu  # 柚
U+67DC: guì  # 柜
U+67DD: tuò  # 柝
U+67DE: zhà  # 柞 -> zuò
U+67E0: níng  # 柠
U+67E2: dǐ  # 柢
U+67E5: chá  # 查
U+67E9: jiù  # 柩
U+67EC: jiǎn  # 柬
U+67EF: kē  # 柯
U+67F0: nài  # 柰
U+67F1: zhù  # 柱
U+67F3: liǔ  # 柳
U+67F4: chái  # 柴
U+67F7: chù  # 柷 -> zhù
U+67FD: chēng  # 柽
U+67FF: shì  # 柿
U+6800: zhī  # 栀
U+6805: zhà  # 栅
U+6807: biāo  # 标
U+6808: zhàn  # 栈
U+6809: zhì  # 栉
U+680A: lóng  # 栊
U+680B: dòng  # 栋
U+680C: lú  # 栌
U+680E: lì  # 栎
U+680F: lán  # 栏
U+6810: yǒng  # 栐
U+6811: shù  # 树
U+6812: xún  # 栒
U+6813: shuān  # 栓
U+6816: qī  # 栖
U+6817: lì  # 栗
U+681D: guā  # 栝
U+681F: bēn  # 栟
U+6821: xiào  # 校
U+6829: xǔ  # 栩
U+682A: zhū  # 株
U+6832: kǎo  # 栲
U+6833: lǎo  # 栳
U+6834: zhān  # 栴
U+6837: yàng  # 样
U+6838: hé  # 核
U+6839: gēn  # 根
U+683B: shì  # 栻
U+683C: gé  # 格
U+683D: zāi  # 栽
U+683E: luán  # 栾
U+6840: jié  # 桀
U+6841: héng  # 桁
U+6842: guì  # 桂
U+6843: táo  # 桃
U+6844: guāng  # 桄
U+6845: wéi  # 桅
U+6846: kuāng  # 框 -> kuàng
U+6848: àn  # 案
U+6849: ān  # 桉
U+684A: juàn  # 桊
U+684C: zhuō  # 桌
U+684E: zhì  # 桎
U+6850: tóng  # 桐
U+6851: sāng  # 桑
U+6853: huán  # 桓
U+6854: jú  # 桔 -> jié
U+6855: jiù  # 桕
U+6860: yā  # 桠
U+6861: ráo  # 桡
U+6862: zhēn  # 桢
U+6863: dàng  # 档
U+6864: qī  # 桤
U+6865: qiáo  # 桥
U+6866: huà  # 桦
U+6867: guì  # 桧
U+6868: jiǎng  # 桨
U+6869: zhuāng  # 桩
U+686B: suō  # 桫
U+686F: tīng  # 桯
U+6872: po  # 桲 -> bó
U+6874: fú  # 桴
U+6876: tǒng  # 桶
U+6877: jué  # 桷
U+6879: láng  # 桹
U+6881: liáng  # 梁
U+6883: tǐng  # 梃
U+6885: méi  # 梅
U+6886: bāng  # 梆
U+688C: tú  # 梌
U+688F: gù  # 梏
U+6893: zǐ  # 梓
U+6897: gěng  # 梗
U+68A0: lǚ  # 梠
U+68A2: shāo  # 梢
U+68A3: cén  # 梣 -> chén
U+68A6: mèng  # 梦
U+68A7: wú  # 梧
U+68A8: lí  # 梨
U+68AD: suō  # 梭
U+68AF: tī  # 梯
U+68B0: xiè  # 械
U+68B3: shū  # 梳
U+68B4: chān  # 梴
U+68B5: fàn  # 梵
U+68BC: táo  # 梼 -> chóu
U+68BD: zhì  # 梽
U+68BE: lái  # 梾
U+68BF: lián  # 梿
U+68C0: jiǎn  # 检
U+68C1: zhuō  # 棁
U+68C2: líng  # 棂
U+68C9: mián  # 棉
U+68CB: qí  # 棋
U+68CD: gùn  # 棍
U+68D0: fěi  # 棐
U+68D2: bàng  # 棒
U+68D3: bàng  # 棓
U+68D5: zōng  # 棕
U+68D8: jí  # 棘
U+68DA: péng  # 棚
U+68E0: táng  # 棠
U+68E3: dì  # 棣
U+68E4: cuò  # 棤 -> què
U+68E8: qǐ  # 棨
U+68EA: yǎn  # 棪
U+68EB: yù  # 棫
U+68EC: quān  # 棬
U+68EE: sēn  # 森
U+68F0: chuí  # 棰
U+68F1: léng  # 棱
U+68F5: kē  # 棵
U+68F9: zhào  # 棹
U+68FA: guān  # 棺
U+68FB: fēn  # 棻
U+68FC: fén  # 棼
U+68FD: shēn  # 棽 -> chēn
U+6900: wǎn  # 椀
U+6901: guǒ  # 椁
U+6905: yǐ  # 椅
U+6906: chóu  # 椆
U+690B: liáng  # 椋
U+690D: zhí  # 植
U+690E: chuí  # 椎 -> zhuī
U+6910: jū  # 椐
U+6911: bēi  # 椑
U+6912: jiāo  # 椒
U+6913: zhuó  # 椓
U+691F: dú  # 椟
U+6920: qiàn  # 椠
U+6924: luó  # 椤
U+692A: pèng  # 椪
U+692D: tuǒ  # 椭
U+6930: yē  # 椰
U+6934: duàn  # 椴
U+6938: yí  # 椸
U+6939: shèn  # 椹 -> zhēn
U+693D: chuán  # 椽
U+693F: chūn  # 椿
U+6942: zhā  # 楂
U+6952: sī  # 楒
U+6954: xiē  # 楔
U+6957: jiàn  # 楗
U+6959: mào  # 楙 -> máo
U+695A: chǔ  # 楚
U+695D: liàn  # 楝
U+695E: léng  # 楞
U+6960: nán  # 楠
U+6963: méi  # 楣
U+6966: xuàn  # 楦
U+6969: pián  # 楩
U+696A: yè  # 楪 -> dié
U+696B: jí  # 楫
U+696E: chǔ  # 楮
U+696F: dùn  # 楯 -> shǔn
U+6977: kǎi  # 楷
U+6978: qiū  # 楸
U+6979: yíng  # 楹
U+697C: lóu  # 楼
U+6982: gài  # 概
U+6983: tán  # 榃
U+6984: lǎn  # 榄
U+6985: wēn  # 榅
U+6986: yú  # 榆
U+6987: chèn  # 榇
U+6988: lǘ  # 榈
U+6989: jǔ  # 榉
U+698D: xiè  # 榍
U+6991: fú  # 榑
U+6994: láng  # 榔
U+6995: róng  # 榕
U+6996: gǔ  # 榖
U+699B: zhēn  # 榛
U+699C: bǎng  # 榜
U+69A7: fěi  # 榧
U+69A8: zhà  # 榨
U+69AB: sǔn  # 榫
U+69AD: xiè  # 榭
U+69B0: zhī  # 榰
U+69B1: cuī  # 榱
U+69B4: liú  # 榴
U+69B7: què  # 榷
U+69BB: tà  # 榻
U+69C1: gǎo  # 槁
U+69C3: pán  # 槃
U+69CA: shuò  # 槊
U+69CC: chuí  # 槌
U+69CE: chá  # 槎
U+69D0: huái  # 槐
U+69D4: gāo  # 槔
U+69DA: jiǎ  # 槚
U+69DB: kǎn  # 槛 -> jiàn
U+69DC: zuì  # 槜
U+69DF: bīn  # 槟
U+69E0: zhū  # 槠
U+69ED: qī  # 槭 -> qì
U+69F1: yǒu  # 槱
U+69F2: hú  # 槲
U+69FD: cáo  # 槽
U+69FF: jǐn  # 槿
U+6A0A: fán  # 樊
U+6A17: chū  # 樗
U+6A18: táng  # 樘
U+6A1F: zhāng  # 樟
U+6A21: mó  # 模
U+6A28: xī  # 樨
U+6A2A: héng  # 横
U+6A2F: qiáng  # 樯
U+6A31: yīng  # 樱
U+6A35: qiáo  # 樵
U+6A3D: zūn  # 樽
U+6A3E: yuè  # 樾
U+6A44: gǎn  # 橄
U+6A47: qiāo  # 橇
U+6A50: tuó  # 橐
U+6A51: lǎo  # 橑 -> liáo
U+6A58: jú  # 橘
U+6A59: chéng  # 橙
U+6A5B: jué  # 橛
U+6A5E: huì  # 橞
U+6A61: xiàng  # 橡
U+6A65: zhū  # 橥
U+6A66: tóng  # 橦
U+6A71: chú  # 橱
U+6A79: lǔ  # 橹
U+6A7C: yuán  # 橼
U+6A80: tán  # 檀
U+6A84: xí  # 檄
U+6A8E: qín  # 檎
U+6A90: yán  # 檐
U+6A91: léi  # 檑
U+6A97: bò  # 檗
U+6A9E: jiě  # 檞
U+6AA0: qíng  # 檠
U+6AA9: lǐn  # 檩
U+6AAB: chá  # 檫
U+6AAC: méng  # 檬
U+6AC6: kuí  # 櫆
U+6B02: bó  # 欂
U+6B20: qiàn  # 欠
U+6B21: cì  # 次
U+6B22: huān  # 欢
U+6B23: xīn  # 欣
U+6B24: yú  # 欤
U+6B27: ōu  # 欧
U+6B32: yù  # 欲
U+6B38: āi  # 欸 -> èi
U+6B39: yī  # 欹 -> qī
U+6B3A: qī  # 欺
U+6B3B: chuā  # 欻 -> xū
U+6B3E: kuǎn  # 款
U+6B43: shà  # 歃
U+6B45: yīn  # 歅 -> yān
U+6B46: xīn  # 歆
U+6B47: xiē  # 歇
U+6B49: qiàn  # 歉
U+6B4C: gē  # 歌
U+6B59: shè  # 歙 -> xī
U+6B62: zhǐ  # 止
U+6B63: zhèng  # 正
U+6B64: cǐ  # 此
U+6B65: bù  # 步
U+6B66: wǔ  # 武
U+6B67: qí  # 歧
U+6B6A: wāi  # 歪
U+6B79: dǎi  # 歹
U+6B7B: sǐ  # 死
U+6B7C: jiān  # 歼
U+6B81: mò  # 殁
U+6B82: cú  # 殂
U+6B83: yāng  # 殃
U+6B84: tiǎn  # 殄
U+6B86: dài  # 殆
U+6B87: shāng  # 殇
U+6B89: xùn  # 殉
U+6B8A: shū  # 殊
U+6B8B: cán  # 残
U+6B8D: piǎo  # 殍
U+6B92: yǔn  # 殒
U+6B93: liàn  # 殓
U+6B96: zhí  # 殖
U+6B9A: dān  # 殚
U+6B9B: jí  # 殛
U+6BA1: bìn  # 殡
U+6BA3: jìn  # 殣
U+6BAA: yì  # 殪
U+6BB3: shū  # 殳
U+6BB4: ōu  # 殴
U+6BB5: duàn  # 段
U+6BB7: yīn  # 殷
U+6BBF: diàn  # 殿
U+6BC1: huǐ  # 毁
U+6BC2: gǔ  # 毂
U+6BC5: yì  # 毅
U+6BCB: wú  # 毋
U+6BCC: guàn  # 毌
U+6BCD: mǔ  # 母
U+6BCF: měi  # 每
U+6BD0: ǎi  # 毐
U+6BD2: dú  # 毒
U+6BD3: yù  # 毓
U+6BD4: bǐ  # 比
U+6BD5: bì  # 毕
U+6BD6: bì  # 毖
U+6BD7: pí  # 毗
U+6BD9: bì  # 毙
U+6BDB: máo  # 毛
U+6BE1: zhān  # 毡
U+6BEA: mú  # 毪
U+6BEB: háo  # 毫
U+6BEF: tǎn  # 毯
U+6BF3: cuì  # 毳
U+6BF5: sān  # 毵
U+6BF9: shū  # 毹
U+6BFD: jiàn  # 毽
U+6C05: chǎng  # 氅
U+6C06: pǔ  # 氆
U+6C07: lu  # 氇 -> lǔ
U+6C0D: qú  # 氍
U+6C0F: shì  # 氏
U+6C10: dī  # 氐
U+6C11: mín  # 民
U+6C13: máng  # 氓 -> méng
U+6C14: qì  # 气
U+6C15: piē  # 氕
U+6C16: nǎi  # 氖
U+6C18: dāo  # 氘
U+6C19: xiān  # 氙
U+6C1A: chuān  # 氚
U+6C1B: fēn  # 氛
U+6C1F: fú  # 氟
U+6C21: dōng  # 氡
U+6C22: qīng  # 氢
U+6C24: yīn  # 氤
U+6C26: hài  # 氦
U+6C27: yǎng  # 氧
U+6C28: ān  # 氨
U+6C29: yà  # 氩
U+6C2A: kè  # 氪
U+6C2E: dàn  # 氮
U+6C2F: lǜ  # 氯
U+6C30: qíng  # 氰
U+6C32: yūn  # 氲
U+6C34: shuǐ  # 水
U+6C38: yǒng  # 永
U+6C3E: fàn  # 氾
U+6C3F: guǐ  # 氿
U+6C40: tīng  # 汀
U+6C41: zhī  # 汁
U+6C42: qiú  # 求
U+6C46: cuān  # 汆
U+6C47: huì  # 汇
U+6C48: diāo  # 汈
U+6C49: hàn  # 汉
U+6C4A: chà  # 汊
U+6C4B: zhuó  # 汋
U+6C50: xī  # 汐
U+6C54: qì  # 汔
U+6C55: shàn  # 汕
U+6C57: hàn  # 汗
U+6C5B: xùn  # 汛
U+6C5C: sì  # 汜
U+6C5D: rǔ  # 汝
U+6C5E: gǒng  # 汞
U+6C5F: jiāng  # 江
U+6C60: chí  # 池
U+6C61: wū  # 污
U+6C64: tāng  # 汤
U+6C67: qiān  # 汧
U+6C68: mì  # 汨
U+6C69: gǔ  # 汩
U+6C6A: wāng  # 汪
U+6C6B: jǐng  # 汫
U+6C6D: ruì  # 汭
U+6C70: tài  # 汰
U+6C72: jí  # 汲
U+6C74: biàn  # 汴
U+6C76: wèn  # 汶
U+6C79: xiōng  # 汹
U+6C7D: qì  # 汽
U+6C7E: fén  # 汾
U+6C81: qìn  # 沁
U+6C82: yí  # 沂
U+6C83: wò  # 沃
U+6C84: yún  # 沄
U+6C85: yuán  # 沅
U+6C86: hàng  # 沆
U+6C87: yǎn  # 沇
U+6C88: shěn  # 沈
U+6C89: chén  # 沉
U+6C8C: dùn  # 沌
U+6C8F: qī  # 沏
U+6C90: mù  # 沐
U+6C93: dá  # 沓 -> tà
U+6C94: miǎn  # 沔
U+6C98: bǐ  # 沘
U+6C99: shā  # 沙
U+6C9A: zhǐ  # 沚
U+6C9B: pèi  # 沛
U+6C9F: gōu  # 沟
U+6CA1: méi  # 没
U+6CA3: fēng  # 沣
U+6CA4: ōu  # 沤 -> òu
U+6CA5: lì  # 沥
U+6CA6: lún  # 沦
U+6CA7: cāng  # 沧
U+6CA8: fēng  # 沨
U+6CA9: wéi  # 沩
U+6CAA: hù  # 沪
U+6CAB: mò  # 沫
U+6CAD: shù  # 沭
U+6CAE: jǔ  # 沮
U+6CB1: tuó  # 沱
U+6CB3: hé  # 河
U+6CB8: fèi  # 沸
U+6CB9: yóu  # 油
U+6CBA: tián  # 沺
U+6CBB: zhì  # 治
U+6CBC: zhǎo  # 沼
U+6CBD: gū  # 沽
U+6CBE: zhān  # 沾
U+6CBF: yán  # 沿
U+6CC2: jiǒng  # 泂
U+6CC3: jū  # 泃
U+6CC4: xiè  # 泄
U+6CC5: qiú  # 泅
U+6CC7: jiā  # 泇
U+6CC9: quán  # 泉
U+6CCA: pō  # 泊 -> bó
U+6CCC: mì  # 泌
U+6CD0: lè  # 泐
U+6CD3: hóng  # 泓
U+6CD4: gān  # 泔
U+6CD5: fǎ  # 法
U+6CD6: mǎo  # 泖
U+6CD7: sì  # 泗
U+6CD9: píng  # 泙 -> pēng
U+6CDA: cǐ  # 泚
U+6CDB: fàn  # 泛
U+6CDC: zhī  # 泜
U+6CDE: nìng  # 泞
U+6CE0: líng  # 泠
U+6CE1: pào  # 泡
U+6CE2: bō  # 波
U+6CE3: qì  # 泣
U+6CE5: ní  # 泥
U+6CE8: zhù  # 注
U+6CEA: lèi  # 泪
U+6CEB: xuàn  # 泫
U+6CEE: pàn  # 泮
U+6CEF: mǐn  # 泯
U+6CF0: tài  # 泰
U+6CF1: yāng  # 泱
U+6CF3: yǒng  # 泳
U+6CF5: bèng  # 泵
U+6CF7: lóng  # 泷
U+6CF8: lú  # 泸
U+6CFA: luò  # 泺
U+6CFB: xiè  # 泻
U+6CFC: pō  # 泼
U+6CFD: zé  # 泽
U+6CFE: jīng  # 泾
U+6D01: jié  # 洁
U+6D04: huí  # 洄
U+6D07: yīn  # 洇
U+6D08: wéi  # 洈
U+6D0B: yáng  # 洋
U+6D0C: liè  # 洌
U+6D0E: jì  # 洎
U+6D11: fú  # 洑
U+6D12: sǎ  # 洒
U+6D13: sè  # 洓
U+6D17: xǐ  # 洗
U+6D18: kǎo  # 洘
U+6D19: zhū  # 洙
U+6D1A: jiàng  # 洚
U+6D1B: luò  # 洛
U+6D1E: dòng  # 洞
U+6D22: yī  # 洢
U+6D23: mǐ  # 洣
U+6D25: jīn  # 津
U+6D27: wěi  # 洧
U+6D28: xiáo  # 洨
U+6D2A: hóng  # 洪
U+6D2B: xù  # 洫
U+6D2D: kuāng  # 洭
U+6D2E: táo  # 洮
U+6D31: ěr  # 洱
U+6D32: zhōu  # 洲
U+6D33: rù  # 洳
U+6D34: píng  # 洴
U+6D35: xún  # 洵
U+6D38: guāng  # 洸
U+6D39: huán  # 洹
U+6D3A: míng  # 洺
U+6D3B: huó  # 活
U+6D3C: wā  # 洼
U+6D3D: qià  # 洽
U+6D3E: pài  # 派
U+6D3F: wū  # 洿
U+6D41: liú  # 流
U+6D43: jiā  # 浃
U+6D45: qiǎn  # 浅
U+6D46: jiāng  # 浆
U+6D47: jiāo  # 浇
U+6D48: zhēn  # 浈
U+6D49: shī  # 浉
U+6D4A: zhuó  # 浊
U+6D4B: cè  # 测
U+6D4D: huì  # 浍 -> kuài
U+6D4E: jì  # 济
U+6D4F: liú  # 浏
U+6D50: chǎn  # 浐
U+6D51: hún  # 浑
U+6D52: hǔ  # 浒
U+6D53: nóng  # 浓
U+6D54: xún  # 浔
U+6D55: jìn  # 浕
U+6D59: zhè  # 浙
U+6D5A: jùn  # 浚
U+6D5B: hán  # 浛
U+6D5C: bāng  # 浜
U+6D5E: zhuó  # 浞
U+6D5F: yóu  # 浟 -> yōu
U+6D60: xī  # 浠
U+6D61: bó  # 浡
U+6D63: huàn  # 浣
U+6D65: yì  # 浥
U+6D66: pǔ  # 浦
U+6D69: hào  # 浩
U+6D6A: làng  # 浪
U+6D6C: lǐ  # 浬
U+6D6D: gēng  # 浭
U+6D6E: fú  # 浮
U+6D6F: wú  # 浯
U+6D70: liàn  # 浰 -> lì
U+6D72: féng  # 浲
U+6D74: yù  # 浴
U+6D77: hǎi  # 海
U+6D78: jìn  # 浸
U+6D7C: měi  # 浼
U+6D82: tú  # 涂
U+6D84: pīng  # 涄
U+6D85: niè  # 涅
U+6D88: xiāo  # 消
U+6D89: shè  # 涉
U+6D8C: yǒng  # 涌
U+6D8D: xiào  # 涍
U+6D8E: xián  # 涎
U+6D90: é  # 涐
U+6D91: sù  # 涑
U+6D93: juān  # 涓
U+6D94: cén  # 涔
U+6D95: tì  # 涕
U+6D98: sì  # 涘
U+6D9B: tāo  # 涛
U+6D9D: lào  # 涝
U+6D9E: lái  # 涞
U+6D9F: lián  # 涟
U+6DA0: wéi  # 涠
U+6DA1: wō  # 涡
U+6DA2: yún  # 涢
U+6DA3: huàn  # 涣
U+6DA4: dí  # 涤
U+6DA6: rùn  # 润
U+6DA7: jiàn  # 涧
U+6DA8: zhǎng  # 涨
U+6DA9: sè  # 涩
U+6DAA: fú  # 涪
U+6DAB: guàn  # 涫 -> guān
U+6DAE: shuàn  # 涮
U+6DAF: yá  # 涯
U+6DB2: yè  # 液
U+6DB4: wò  # 涴 -> wǎn
U+6DB5: hán  # 涵
U+6DB8: hé  # 涸
U+6DBF: zhuō  # 涿
U+6DC0: diàn  # 淀
U+6DC4: zī  # 淄
U+6DC5: xī  # 淅
U+6DC6: xiáo  # 淆
U+6DC7: qí  # 淇
U+6DCB: lín  # 淋
U+6DCC: tǎng  # 淌
U+6DCF: hào  # 淏
U+6DD1: shū  # 淑
U+6DD6: nào  # 淖
U+6DD8: táo  # 淘
U+6DD9: cóng  # 淙
U+6DDC: píng  # 淜
U+6DDD: féi  # 淝
U+6DDE: sōng  # 淞
U+6DDF: tiǎn  # 淟
U+6DE0: pì  # 淠
U+6DE1: dàn  # 淡
U+6DE4: yū  # 淤
U+6DE6: gàn  # 淦
U+6DEB: yín  # 淫
U+6DEC: cuì  # 淬
U+6DEE: huái  # 淮
U+6DEF: yù  # 淯
U+6DF1: shēn  # 深
U+6DF3: chún  # 淳
U+6DF4: hū  # 淴
U+6DF7: hùn  # 混
U+6DF9: yān  # 淹
U+6DFB: tiān  # 添
U+6DFC: miǎo  # 淼
U+6E05: qīng  # 清
U+6E0A: yuān  # 渊
U+6E0C: lù  # 渌
U+6E0D: zì  # 渍
U+6E0E: dú  # 渎
U+6E10: jiàn  # 渐
U+6E11: miǎn  # 渑
U+6E14: yú  # 渔
U+6E17: shèn  # 渗
U+6E1A: zhǔ  # 渚
U+6E1D: yú  # 渝
U+6E1F: tíng  # 渟
U+6E20: qú  # 渠
U+6E21: dù  # 渡
U+6E23: zhā  # 渣
U+6E24: bó  # 渤
U+6E25: wò  # 渥
U+6E29: wēn  # 温
U+6E2B: xiè  # 渫
U+6E2D: wèi  # 渭
U+6E2F: gǎng  # 港
U+6E30: yǎn  # 渰 -> yān
U+6E32: xuàn  # 渲
U+6E34: kě  # 渴
U+6E38: yóu  # 游
U+6E3A: miǎo  # 渺
U+6E3C: měi  # 渼
U+6E43: pài  # 湃
U+6E44: méi  # 湄
U+6E49: tián  # 湉
U+6E4D: tuān  # 湍
U+6E4E: miǎn  # 湎
U+6E51: xū  # 湑 -> xǔ
U+6E53: pén  # 湓
U+6E54: jiān  # 湔
U+6E56: hú  # 湖
U+6E58: xiāng  # 湘
U+6E5B: zhàn  # 湛
U+6E5C: shí  # 湜
U+6E5D: jiē  # 湝
U+6E5F: huáng  # 湟
U+6E63: mǐn  # 湣
U+6E6B: jiǎo  # 湫 -> qiū
U+6E6E: yān  # 湮
U+6E72: yuán  # 湲
U+6E74: bàn  # 湴
U+6E7E: wān  # 湾
U+6E7F: shī  # 湿
U+6E81: yíng  # 溁
U+6E83: kuì  # 溃
U+6E85: jiàn  # 溅
U+6E86: xù  # 溆
U+6E87: lóu  # 溇
U+6E89: gài  # 溉
U+6E8D: jìn  # 溍
U+6E8F: táng  # 溏
U+6E90: yuán  # 源
U+6E98: kè  # 溘
U+6E9A: tǎ  # 溚 -> dá
U+6E9C: liū  # 溜
U+6E9E: sāo  # 溞
U+6E9F: míng  # 溟
U+6EA0: zhà  # 溠
U+6EA2: yì  # 溢
U+6EA5: pǔ  # 溥
U+6EA6: wēi  # 溦
U+6EA7: lì  # 溧
U+6EAA: xī  # 溪
U+6EAF: sù  # 溯
U+6EB1: qín  # 溱 -> zhēn
U+6EB2: sōu  # 溲
U+6EB4: xiù  # 溴
U+6EB5: yīn  # 溵
U+6EB6: róng  # 溶
U+6EB7: hùn  # 溷
U+6EB9: suò  # 溹
U+6EBA: nì  # 溺
U+6EBB: tā  # 溻
U+6EBD: rù  # 溽
U+6EC1: chú  # 滁
U+6EC2: pāng  # 滂
U+6EC3: wēng  # 滃 -> wěng
U+6EC6: gé  # 滆
U+6EC7: diān  # 滇
U+6EC9: huàng  # 滉
U+6ECB: zī  # 滋
U+6ECD: zhì  # 滍
U+6ECF: fǔ  # 滏
U+6ED1: huá  # 滑
U+6ED3: zǐ  # 滓
U+6ED4: tāo  # 滔
U+6ED5: téng  # 滕
U+6ED7: bì  # 滗
U+6ED8: jiào  # 滘
U+6EDA: gǔn  # 滚
U+6EDE: zhì  # 滞
U+6EDF: yàn  # 滟
U+6EE0: shè  # 滠
U+6EE1: mǎn  # 满
U+6EE2: yíng  # 滢
U+6EE4: lǜ  # 滤
U+6EE5: làn  # 滥
U+6EE6: luán  # 滦
U+6EE7: yáo  # 滧
U+6EE8: bīn  # 滨
U+6EE9: tān  # 滩
U+6EEA: yù  # 滪
U+6EEB: xiǔ  # 滫
U+6EF4: dī  # 滴
U+6EF9: hū  # 滹
U+6F02: piāo  # 漂
U+6F06: qī  # 漆
U+6F08: jì  # 漈
U+6F09: lù  # 漉
U+6F0B: lóng  # 漋
U+6F0F: lòu  # 漏
U+6F13: lí  # 漓
U+6F14: yǎn  # 演
U+6F15: cáo  # 漕
U+6F16: jiào  # 漖
U+6F20: mò  # 漠
U+6F24: lǎn  # 漤
U+6F26: chí  # 漦
U+6F29: xuán  # 漩
U+6F2A: yī  # 漪
U+6F2B: màn  # 漫
U+6F2D: mǎng  # 漭
U+6F2F: luò  # 漯
U+6F31: shù  # 漱
U+6F33: zhāng  # 漳
U+6F34: zhuàng  # 漴 -> chóng
U+6F36: huàn  # 漶
U+6F37: huǒ  # 漷
U+6F39: yān  # 漹
U+6F3B: liáo  # 漻
U+6F3C: cuǐ  # 漼
U+6F3E: yàng  # 漾
U+6F46: yíng  # 潆
U+6F47: xiāo  # 潇
U+6F4B: liàn  # 潋
U+6F4D: wéi  # 潍
U+6F4F: yù  # 潏
U+6F56: pá  # 潖
U+6F58: pān  # 潘
U+6F5C: qián  # 潜
U+6F5E: lù  # 潞
U+6F5F: xì  # 潟
U+6F62: huáng  # 潢
U+6F66: lǎo  # 潦
U+6F69: yì  # 潩
U+6F6D: tán  # 潭
U+6F6E: cháo  # 潮
U+6F72: shào  # 潲
U+6F74: zhū  # 潴
U+6F75: sǎ  # 潵 -> sàn
U+6F78: shān  # 潸
U+6F7A: chán  # 潺
U+6F7C: tóng  # 潼
U+6F7D: pū  # 潽
U+6F7E: lín  # 潾
U+6F82: chéng  # 澂
U+6F84: chéng  # 澄
U+6F88: chè  # 澈
U+6F89: gǎn  # 澉
U+6F8C: sī  # 澌
U+6F8D: shù  # 澍
U+6F8E: pēng  # 澎 -> péng
U+6F9B: lǔ  # 澛
U+6F9C: lán  # 澜
U+6FA1: zǎo  # 澡
U+6FA5: xiè  # 澥
U+6FA7: lǐ  # 澧
U+6FAA: líng  # 澪
U+6FAD: yōng  # 澭
U+6FB3: ào  # 澳
U+6FB4: huán  # 澴
U+6FB6: chán  # 澶
U+6FB9: dàn  # 澹
U+6FBC: pì  # 澼
U+6FBD: jù  # 澽
U+6FC0: jī  # 激
U+6FC2: lián  # 濂
U+6FC9: suī  # 濉
U+6FCB: chǔ  # 濋
U+6FD1: lài  # 濑
U+6FD2: bīn  # 濒
U+6FDE: bì  # 濞
U+6FE0: háo  # 濠
U+6FE1: rú  # 濡
U+6FE9: huò  # 濩
U+6FEE: pú  # 濮
U+6FEF: zhuó  # 濯
U+700C: biāo  # 瀌
U+700D: chán  # 瀍
U+7011: pù  # 瀑
U+7014: gǔ  # 瀔
U+701A: hàn  # 瀚
U+701B: yíng  # 瀛
U+7023: xiè  # 瀣
U+7031: jì  # 瀱
U+7035: fèn  # 瀵
U+7039: yuè  # 瀹
U+703C: ráng  # 瀼
U+7048: qú  # 灈
U+704C: guàn  # 灌
U+704F: hào  # 灏
U+705E: bà  # 灞
U+706B: huǒ  # 火
U+706D: miè  # 灭
U+706F: dēng  # 灯
U+7070: huī  # 灰
U+7075: líng  # 灵
U+7076: zào  # 灶
U+7078: jiǔ  # 灸
U+707C: zhuó  # 灼
U+707E: zāi  # 灾
U+707F: càn  # 灿
U+7080: yáng  # 炀
U+7085: jiǒng  # 炅
U+7086: wén  # 炆
U+7089: lú  # 炉
U+708A: chuī  # 炊
U+708C: kài  # 炌
U+708E: yán  # 炎
U+7092: chǎo  # 炒
U+7094: guì  # 炔 -> quē
U+7095: kàng  # 炕
U+7096: dùn  # 炖
U+7098: xīn  # 炘 -> xìn
U+7099: zhì  # 炙
U+709C: wěi  # 炜
U+709D: qiàng  # 炝
U+709F: dá  # 炟
U+70A3: kě  # 炣
U+70AB: xuàn  # 炫
U+70AC: jù  # 炬
U+70AD: tàn  # 炭
U+70AE: pào  # 炮 -> páo
U+70AF: jiǒng  # 炯
U+70B1: tái  # 炱
U+70B3: bǐng  # 炳
U+70B7: zhù  # 炷
U+70B8: zhà  # 炸
U+70B9: diǎn  # 点
U+70BB: shí  # 炻
U+70BC: liàn  # 炼
U+70BD: chì  # 炽
U+70C0: hū  # 烀
U+70C1: shuò  # 烁
U+70C2: làn  # 烂
U+70C3: tīng  # 烃
U+70C8: liè  # 烈
U+70CA: yáng  # 烊
U+70D4: tóng  # 烔
U+70D8: hōng  # 烘
U+70D9: lào  # 烙
